,0,1
2138,pull,1
2139,pull,1
2140,pull,1
2141,pull,1
2142,pull,1
2143,pull,1
2144,forward,1
2145,forward,1
2146,forward,1
2147,forward,1
2148,forward,1
2149,pull,1
2150,pull,1
2151,pull,1
2152,none,1
2153,none,1
2154,none,1
2155,none,1
2156,none,1
2157,none,1
2158,none,1
2159,none,1
2160,none,1
2161,none,1
2162,none,1
2163,none,1
2164,none,1
2165,none,1
2166,none,1
2167,none,1
2168,none,1
2169,none,1
2170,none,1
2171,none,1
2172,none,1
2173,none,1
2174,none,1
2175,none,1
2176,none,1
2177,none,1
2178,none,1
2179,none,1
2180,none,1
2181,none,1
2182,none,1
2183,none,1
2184,none,1
2185,none,1
2186,none,1
2187,none,1
2188,none,1
2189,none,1
2190,none,1
2191,none,1
2192,none,1
2193,none,1
2194,none,1
2195,none,1
2196,none,1
2197,none,1
2198,none,1
2199,none,1
2200,none,1
2201,none,1
2202,none,1
2203,none,1
2204,none,1
2205,none,1
2206,none,1
2207,none,1
2208,none,1
2209,none,1
2210,none,1
2211,none,1
2212,none,1
2213,none,1
2214,none,1
2215,none,1
2216,none,1
2217,none,1
2218,none,1
2219,none,1
2220,none,1
2221,none,1
2222,none,1
2223,none,1
2224,none,1
2225,none,1
2226,none,1
2227,none,1
2228,none,1
2229,none,1
2230,none,1
2231,none,1
2232,none,1
2233,none,1
2234,none,1
2235,none,1
2236,none,1
2237,none,1
2238,none,1
2239,none,1
2240,none,1
2241,none,1
2242,none,1
2243,none,1
2244,none,1
2245,none,1
2246,none,1
2247,none,1
2248,none,1
2249,none,1
2250,none,1
2251,none,1
2252,none,1
2253,none,1
2254,none,1
2255,none,1
2256,none,1
2257,none,1
2258,none,1
2259,none,1
2260,none,1
2261,none,1
2262,none,1
2263,none,1
2264,none,1
2265,none,1
2266,none,1
2267,none,1
2268,none,1
2269,none,1
2270,none,1
2271,none,1
2272,none,1
2273,none,1
2274,none,1
2275,none,1
2276,none,1
2277,none,1
2278,none,1
2279,none,1
2280,none,1
2281,none,1
2282,none,1
2283,none,1
2284,none,1
2285,none,1
2286,none,1
2287,none,1
2288,none,1
2289,none,1
2290,none,1
2291,none,1
2292,none,1
2293,none,1
2294,none,1
2295,none,1
2296,none,1
2297,none,1
2298,none,1
2299,none,1
2300,none,1
2301,none,1
2302,none,1
2303,none,1
2304,none,1
2305,none,1
2306,none,1
2307,none,1
2308,none,1
2309,none,1
2310,none,1
2311,none,1
2312,none,1
2313,none,1
2314,none,1
2315,none,1
2316,none,1
2317,none,1
2318,none,1
2319,none,1
2320,none,1
2321,none,1
2322,none,1
2323,none,1
2324,none,1
2325,none,1
2326,none,1
2327,none,1
2328,none,1
2329,none,1
2330,none,1
2331,none,1
2332,none,1
2333,none,1
2334,none,1
2335,none,1
2336,none,1
2337,none,1
2338,none,1
2339,none,1
2340,none,1
2341,none,1
2342,none,1
2343,none,1
2344,none,1
2345,none,1
2346,none,1
2347,none,1
2348,none,1
2349,none,1
2350,none,1
2351,none,1
2352,none,1
2353,none,1
2354,none,1
2355,none,1
2356,none,1
2357,none,1
2358,none,1
2359,none,1
2360,none,1
2361,none,1
2362,none,1
2363,none,1
2364,none,1
2365,none,1
2366,none,1
2367,none,1
2368,none,1
2369,none,1
2370,none,1
2371,none,1
2372,none,1
2373,none,1
2374,none,1
2375,none,1
2376,none,1
2377,none,1
2378,none,1
2379,none,1
2380,none,1
2381,none,1
2382,none,1
2383,none,1
2384,none,1
2385,none,1
2386,none,1
2387,none,1
2388,none,1
2389,none,1
2390,none,1
2391,none,1
2392,none,1
2393,none,1
2394,none,1
2395,none,1
2396,none,1
2397,none,1
2398,none,1
2399,none,1
2400,none,1
2401,none,1
2402,none,1
2403,none,1
2404,none,1
2405,none,1
2406,none,1
2407,none,1
2408,none,1
2409,none,1
2410,none,1
2411,none,1
2412,none,1
2413,none,1
2414,none,1
2415,none,1
2416,none,1
2417,none,1
2418,none,1
2419,none,1
2420,none,1
2421,none,1
2422,none,1
2423,none,1
2424,none,1
2425,none,1
2426,none,1
2427,none,1
2428,none,1
2429,none,1
2430,none,1
2431,none,1
2432,none,1
2433,none,1
2434,none,1
2435,none,1
2436,none,1
2437,none,1
2438,none,1
2439,none,1
2440,none,1
2441,none,1
2442,none,1
2443,none,1
2444,none,1
2445,none,1
2446,none,1
2447,none,1
2448,none,1
2449,none,1
2450,none,1
2451,none,1
2452,none,1
2453,none,1
2454,none,1
2455,none,1
2456,none,1
2457,none,1
2458,none,1
2459,none,1
2460,none,1
2461,none,1
2462,none,1
2463,none,1
2464,none,1
2465,none,1
2466,none,1
2467,none,1
2468,none,1
2469,none,1
2470,none,1
2471,none,1
2472,none,1
2473,none,1
2474,none,1
2475,none,1
2476,none,1
2477,none,1
2478,none,1
2479,none,1
2480,none,1
2481,none,1
2482,none,1
2483,none,1
2484,none,1
2485,none,1
2486,none,1
2487,none,1
2488,none,1
2489,none,1
2490,none,1
2491,none,1
2492,none,1
2493,none,1
2494,none,1
2495,none,1
2496,none,1
2497,none,1
2498,none,1
2499,none,1
2500,none,1
2501,none,1
2502,none,1
2503,none,1
2504,none,1
2505,none,1
2506,none,1
2507,none,1
2508,none,1
2509,none,1
2510,none,1
2511,none,1
2512,none,1
2513,none,1
2514,none,1
2515,none,1
2516,none,1
2517,none,1
2518,none,1
2519,none,1
2520,none,1
2521,none,1
2522,none,1
2523,none,1
2524,none,1
2525,none,1
2526,none,1
2527,none,1
2528,none,1
2529,none,1
2530,none,1
2531,none,1
2532,none,1
2533,none,1
2534,none,1
2535,none,1
2536,none,1
2537,none,1
2538,none,1
2539,none,1
2540,none,1
2541,none,1
2542,none,1
2543,none,1
2544,none,1
2545,none,1
2546,none,1
2547,none,1
2548,none,1
2549,none,1
2550,none,1
2551,none,1
2552,none,1
2553,none,1
2554,none,1
2555,none,1
2556,none,1
2557,none,1
2558,none,1
2559,none,1
2560,none,1
2561,none,1
2562,none,1
2563,none,1
2564,none,1
2565,none,1
2566,none,1
2567,none,1
2568,none,1
2569,none,1
2570,none,1
2571,none,1
2572,none,1
2573,none,1
2574,none,1
2575,none,1
2576,none,1
2577,none,1
2578,none,1
2579,none,1
2580,none,1
2581,none,1
2582,none,1
2583,none,1
2584,none,1
2585,none,1
2586,none,1
2587,none,1
2588,none,1
2589,none,1
2590,none,1
2591,none,1
2592,none,1
2593,none,1
2594,none,1
2595,none,1
2596,none,1
2597,none,1
2598,none,1
2599,none,1
2600,none,1
2601,none,1
2602,none,1
2603,none,1
2604,none,1
2605,none,1
2606,none,1
2607,none,1
2608,none,1
2609,none,1
2610,none,1
2611,none,1
2612,none,1
2613,none,1
2614,none,1
2615,none,1
2616,none,1
2617,none,1
2618,none,1
2619,none,1
2620,none,1
2621,none,1
2622,none,1
2623,none,1
2624,none,1
2625,none,1
2626,none,1
2627,none,1
2628,none,1
2629,none,1
2630,none,1
2631,none,1
2632,none,1
2633,none,1
2634,none,1
2635,none,1
2636,none,1
2637,none,1
2638,none,1
2639,none,1
2640,none,1
2641,none,1
2642,none,1
2643,none,1
2644,none,1
2645,none,1
2646,none,1
2647,none,1
2648,none,1
2649,none,1
2650,none,1
2651,none,1
2652,none,1
2653,none,1
2654,none,1
2655,none,1
2656,none,1
2657,none,1
2658,none,1
2659,none,1
2660,none,1
2661,none,1
2662,none,1
2663,none,1
2664,none,1
2665,none,1
2666,none,1
2667,none,1
2668,none,1
2669,none,1
2670,none,1
2671,none,1
2672,none,1
2673,none,1
2674,none,1
2675,none,1
2676,none,1
2677,none,1
2678,none,1
2679,none,1
2680,none,1
2681,none,1
2682,none,1
2683,none,1
2684,none,1
2685,none,1
2686,none,1
2687,none,1
2688,none,1
2689,none,1
2690,none,1
2691,none,1
2692,none,1
2693,none,1
2694,none,1
2695,none,1
2696,none,1
2697,none,1
2698,none,1
2699,none,1
2700,none,1
2701,none,1
2702,none,1
2703,none,1
2704,none,1
2705,none,1
2706,none,1
2707,none,1
2708,none,1
2709,none,1
2710,none,1
2711,none,1
2712,none,1
2713,none,1
2714,none,1
2715,none,1
2716,none,1
2717,none,1
2718,none,1
2719,none,1
2720,none,1
2721,none,1
2722,none,1
2723,none,1
2724,none,1
2725,none,1
2726,none,1
2727,none,1
2728,none,1
2729,none,1
2730,none,1
2731,none,1
2732,none,1
2733,none,1
2734,none,1
2735,none,1
2736,none,1
2737,none,1
2738,none,1
2739,none,1
2740,none,1
2741,none,1
2742,none,1
2743,none,1
2744,none,1
2745,none,1
2746,none,1
2747,none,1
2748,none,1
2749,none,1
2750,none,1
2751,none,1
2752,none,1
2753,none,1
2754,none,1
2755,none,1
2756,none,1
2757,none,1
2758,none,1
2759,none,1
2760,none,1
2761,none,1
2762,none,1
2763,none,1
2764,none,1
2765,none,1
2766,none,1
2767,none,1
2768,none,1
2769,none,1
2770,none,1
2771,none,1
2772,none,1
2773,none,1
2774,none,1
2775,none,1
2776,none,1
2777,none,1
2778,none,1
2779,none,1
2780,none,1
2781,none,1
2782,none,1
2783,none,1
2784,none,1
2785,none,1
2786,none,1
2787,none,1
2788,none,1
2789,none,1
2790,none,1
2791,none,1
2792,none,1
2793,none,1
2794,none,1
2795,none,1
2796,none,1
2797,none,1
2798,none,1
2799,none,1
2800,none,1
2801,none,1
2802,none,1
2803,none,1
2804,none,1
2805,none,1
2806,none,1
2807,none,1
2808,none,1
2809,none,1
2810,none,1
2811,none,1
2812,none,1
2813,none,1
2814,none,1
2815,none,1
2816,none,1
2817,none,1
2818,none,1
2819,none,1
2820,none,1
2821,none,1
2822,none,1
2823,none,1
2824,none,1
2825,none,1
2826,none,1
2827,none,1
2828,none,1
2829,none,1
2830,none,1
2831,none,1
2832,none,1
2833,none,1
2834,none,1
2835,none,1
2836,none,1
2837,none,1
2838,none,1
2839,none,1
2840,none,1
2841,none,1
2842,none,1
2843,none,1
2844,none,1
2845,none,1
2846,none,1
2847,none,1
2848,none,1
2849,none,1
2850,none,1
2851,none,1
2852,none,1
2853,none,1
2854,none,1
2855,none,1
2856,none,1
2857,none,1
2858,none,1
2859,none,1
2860,none,1
2861,none,1
2862,none,1
2863,none,1
2864,none,1
2865,none,1
2866,none,1
2867,none,1
2868,none,1
2869,none,1
2870,none,1
2871,none,1
2872,none,1
2873,none,1
2874,none,1
2875,none,1
2876,none,1
2877,none,1
2878,none,1
2879,none,1
2880,none,1
2881,none,1
2882,none,1
2883,none,1
2884,none,1
2885,none,1
2886,none,1
2887,none,1
2888,none,1
2889,none,1
2890,none,1
2891,none,1
2892,none,1
2893,none,1
2894,none,1
2895,none,1
2896,none,1
2897,none,1
2898,none,1
2899,none,1
2900,none,1
2901,none,1
2902,none,1
2903,none,1
2904,none,1
2905,none,1
2906,none,1
2907,none,1
2908,none,1
2909,none,1
2910,none,1
2911,none,1
2912,none,1
2913,none,1
2914,none,1
2915,none,1
2916,none,1
2917,none,1
2918,none,1
2919,none,1
2920,none,1
2921,none,1
2922,none,1
2923,none,1
2924,none,1
2925,none,1
2926,none,1
2927,none,1
2928,none,1
2929,none,1
2930,none,1
2931,none,1
2932,none,1
2933,none,1
2934,none,1
2935,none,1
2936,none,1
2937,none,1
2938,none,1
2939,none,1
2940,none,1
2941,none,1
2942,none,1
2943,none,1
2944,none,1
2945,none,1
2946,none,1
2947,none,1
2948,none,1
2949,none,1
2950,none,1
2951,none,1
2952,none,1
2953,none,1
2954,none,1
2955,none,1
2956,none,1
2957,none,1
2958,none,1
2959,none,1
2960,none,1
2961,none,1
2962,none,1
2963,none,1
2964,none,1
2965,none,1
2966,none,1
2967,none,1
2968,none,1
2969,none,1
2970,none,1
2971,none,1
2972,none,1
2973,none,1
2974,none,1
2975,none,1
2976,none,1
2977,none,1
2978,none,1
2979,none,1
2980,none,1
2981,none,1
2982,none,1
2983,none,1
2984,none,1
2985,none,1
2986,none,1
2987,none,1
2988,none,1
2989,none,1
